MinX,MaxX,MinY,MaxY
152.7,152.8,-31.7,-31.6
152.8,152.9,-31.7,-31.6
152.4,152.5,-31.9,-31.8
152.5,152.6,-31.9,-31.8
152.6,152.7,-31.9,-31.8
152.4,152.5,-32.0,-31.9
152.5,152.6,-32.0,-31.9
152.6,152.7,-32.0,-31.9
152.3,152.4,-32.2,-32.1
152.4,152.5,-32.2,-32.1
152.5,152.6,-32.2,-32.1
152.3,152.4,-32.3,-32.2
152.4,152.5,-32.3,-32.2
152.5,152.6,-32.3,-32.2
152.4,152.5,-32.4,-32.3
152.5,152.6,-32.4,-32.3
152.0,152.1,-32.7,-32.6
152.1,152.2,-32.7,-32.6
152.0,152.1,-32.8,-32.7
152.1,152.2,-32.8,-32.7
148.2,148.3,-20.1,-20.0
148.4,148.5,-20.1,-20.0
148.5,148.6,-20.1,-20.0
148.2,148.3,-20.2,-20.1
148.3,148.4,-20.2,-20.1
148.4,148.5,-20.2,-20.1
148.5,148.6,-20.2,-20.1
148.6,148.7,-20.2,-20.1
148.9,149.0,-20.2,-20.1
148.4,148.5,-20.3,-20.2
148.5,148.6,-20.3,-20.2
148.6,148.7,-20.3,-20.2
148.7,148.8,-20.3,-20.2
148.9,149.0,-20.3,-20.2
149.0,149.1,-20.3,-20.2
148.7,148.8,-20.4,-20.3
148.8,148.9,-20.4,-20.3
148.9,149.0,-20.4,-20.3
149.0,149.1,-20.4,-20.3
148.6,148.7,-20.5,-20.4
148.7,148.8,-20.5,-20.4
148.8,148.9,-20.5,-20.4
149.0,149.1,-20.5,-20.4
148.6,148.7,-20.6,-20.5
148.7,148.8,-20.6,-20.5
148.8,148.9,-20.6,-20.5
148.6,148.7,-20.7,-20.6
148.7,148.8,-20.7,-20.6
148.6,148.7,-20.8,-20.7
148.7,148.8,-20.8,-20.7
148.8,148.9,-20.8,-20.7
148.7,148.8,-20.9,-20.8
148.8,148.9,-20.9,-20.8
148.9,149.0,-20.9,-20.8
148.8,148.9,-21.0,-20.9
148.9,149.0,-21.0,-20.9
149.0,149.1,-21.0,-20.9
149.1,149.2,-21.0,-20.9
149.3,149.4,-21.0,-20.9
148.9,149.0,-21.1,-21.0
149.0,149.1,-21.1,-21.0
149.1,149.2,-21.1,-21.0
149.2,149.3,-21.1,-21.0
149.1,149.2,-21.2,-21.1
149.2,149.3,-21.2,-21.1
149.1,149.2,-21.3,-21.2
149.2,149.3,-21.3,-21.2
149.1,149.2,-21.4,-21.3
149.2,149.3,-21.4,-21.3
149.3,149.4,-21.4,-21.3
149.2,149.3,-21.5,-21.4
149.3,149.4,-21.5,-21.4
149.4,149.5,-21.5,-21.4
149.2,149.3,-21.6,-21.5
149.3,149.4,-21.6,-21.5
149.4,149.5,-21.6,-21.5
149.4,149.5,-21.7,-21.6
149.4,149.5,-21.8,-21.7
149.4,149.5,-21.9,-21.8
149.4,149.5,-22.0,-21.9
149.5,149.6,-22.0,-21.9
149.5,149.6,-22.1,-22.0
149.8,149.9,-22.1,-22.0
149.9,150.0,-22.1,-22.0
149.5,149.6,-22.2,-22.1
149.8,149.9,-22.2,-22.1
149.9,150.0,-22.2,-22.1
150.0,150.1,-22.2,-22.1
149.5,149.6,-22.3,-22.2
149.6,149.7,-22.3,-22.2
149.8,149.9,-22.3,-22.2
149.9,150.0,-22.3,-22.2
150.0,150.1,-22.3,-22.2
150.1,150.2,-22.3,-22.2
150.4,150.5,-22.3,-22.2
150.5,150.6,-22.3,-22.2
149.5,149.6,-22.4,-22.3
149.6,149.7,-22.4,-22.3
149.7,149.8,-22.4,-22.3
149.8,149.9,-22.4,-22.3
149.9,150.0,-22.4,-22.3
150.0,150.1,-22.4,-22.3
150.1,150.2,-22.4,-22.3
150.2,150.3,-22.4,-22.3
150.3,150.4,-22.4,-22.3
150.4,150.5,-22.4,-22.3
150.5,150.6,-22.4,-22.3
150.6,150.7,-22.4,-22.3
149.5,149.6,-22.5,-22.4
149.6,149.7,-22.5,-22.4
149.7,149.8,-22.5,-22.4
149.8,149.9,-22.5,-22.4
149.9,150.0,-22.5,-22.4
150.2,150.3,-22.5,-22.4
150.3,150.4,-22.5,-22.4
150.4,150.5,-22.5,-22.4
150.5,150.6,-22.5,-22.4
150.6,150.7,-22.5,-22.4
150.7,150.8,-22.5,-22.4
149.6,149.7,-22.6,-22.5
149.7,149.8,-22.6,-22.5
149.8,149.9,-22.6,-22.5
149.9,150.0,-22.6,-22.5
150.0,150.1,-22.6,-22.5
150.3,150.4,-22.6,-22.5
150.4,150.5,-22.6,-22.5
150.5,150.6,-22.6,-22.5
150.6,150.7,-22.6,-22.5
150.7,150.8,-22.6,-22.5
149.9,150.0,-22.7,-22.6
150.0,150.1,-22.7,-22.6
150.4,150.5,-22.7,-22.6
150.5,150.6,-22.7,-22.6
150.6,150.7,-22.7,-22.6
150.7,150.8,-22.7,-22.6
150.7,150.8,-22.9,-22.8
150.7,150.8,-23.0,-22.9
150.7,150.8,-23.1,-23.0
150.7,150.8,-23.2,-23.1
150.9,151.0,-23.2,-23.1
150.7,150.8,-23.3,-23.2
150.8,150.9,-23.3,-23.2
150.5,150.6,-23.4,-23.3
150.7,150.8,-23.4,-23.3
150.8,150.9,-23.4,-23.3
150.5,150.6,-23.5,-23.4
150.6,150.7,-23.5,-23.4
150.7,150.8,-23.5,-23.4
150.8,150.9,-23.5,-23.4
150.9,151.0,-23.5,-23.4
151.0,151.1,-23.5,-23.4
151.1,151.2,-23.5,-23.4
151.2,151.3,-23.5,-23.4
150.6,150.7,-23.6,-23.5
150.7,150.8,-23.6,-23.5
150.8,150.9,-23.6,-23.5
150.9,151.0,-23.6,-23.5
151.0,151.1,-23.6,-23.5
151.1,151.2,-23.6,-23.5
151.2,151.3,-23.6,-23.5
150.6,150.7,-23.7,-23.6
150.7,150.8,-23.7,-23.6
150.8,150.9,-23.7,-23.6
150.9,151.0,-23.7,-23.6
151.0,151.1,-23.7,-23.6
151.1,151.2,-23.7,-23.6
151.2,151.3,-23.7,-23.6
151.1,151.2,-23.8,-23.7
151.2,151.3,-23.8,-23.7
151.3,151.4,-23.8,-23.7
151.1,151.2,-23.9,-23.8
151.2,151.3,-23.9,-23.8
151.3,151.4,-23.9,-23.8
151.1,151.2,-24.0,-23.9
151.2,151.3,-24.0,-23.9
151.3,151.4,-24.0,-23.9
151.4,151.5,-24.0,-23.9
151.6,151.7,-24.0,-23.9
151.3,151.4,-24.1,-24.0
151.4,151.5,-24.1,-24.0
151.5,151.6,-24.1,-24.0
151.6,151.7,-24.1,-24.0
151.7,151.8,-24.1,-24.0
151.4,151.5,-24.2,-24.1
151.5,151.6,-24.2,-24.1
151.6,151.7,-24.2,-24.1
151.7,151.8,-24.2,-24.1
151.8,151.9,-24.2,-24.1
151.8,151.9,-24.3,-24.2
151.9,152.0,-24.4,-24.3
151.9,152.0,-24.5,-24.4
152.0,152.1,-24.5,-24.4
151.9,152.0,-24.6,-24.5
152.0,152.1,-24.6,-24.5
152.1,152.2,-24.6,-24.5
152.0,152.1,-24.7,-24.6
152.1,152.2,-24.7,-24.6
152.2,152.3,-24.7,-24.6
152.1,152.2,-24.8,-24.7
152.2,152.3,-24.8,-24.7
152.3,152.4,-24.8,-24.7
152.4,152.5,-24.8,-24.7
152.2,152.3,-24.9,-24.8
152.3,152.4,-24.9,-24.8
152.4,152.5,-24.9,-24.8
152.4,152.5,-25.0,-24.9
153.2,153.3,-25.0,-24.9
152.5,152.6,-25.1,-25.0
153.2,153.3,-25.1,-25.0
152.4,152.5,-25.2,-25.1
152.5,152.6,-25.2,-25.1
152.6,152.7,-25.2,-25.1
153.0,153.1,-25.2,-25.1
152.4,152.5,-25.3,-25.2
152.5,152.6,-25.3,-25.2
152.6,152.7,-25.3,-25.2
152.7,152.8,-25.3,-25.2
152.8,152.9,-25.3,-25.2
152.9,153.0,-25.3,-25.2
153.0,153.1,-25.3,-25.2
152.8,152.9,-25.4,-25.3
152.9,153.0,-25.4,-25.3
153.0,153.1,-25.4,-25.3
152.7,152.8,-25.5,-25.4
152.8,152.9,-25.5,-25.4
152.9,153.0,-25.5,-25.4
153.0,153.1,-25.5,-25.4
152.6,152.7,-25.6,-25.5
152.7,152.8,-25.6,-25.5
152.8,152.9,-25.6,-25.5
152.9,153.0,-25.6,-25.5
152.8,152.9,-25.7,-25.6
152.9,153.0,-25.7,-25.6
152.8,152.9,-25.8,-25.7
152.9,153.0,-25.8,-25.7
153.0,153.1,-25.8,-25.7
152.8,152.9,-25.9,-25.8
152.9,153.0,-25.9,-25.8
153.0,153.1,-25.9,-25.8
152.9,153.0,-26.0,-25.9
153.0,153.1,-26.0,-25.9
152.9,153.0,-26.3,-26.2
153.0,153.1,-26.3,-26.2
152.9,153.0,-26.4,-26.3
153.0,153.1,-26.4,-26.3
153.0,153.1,-26.5,-26.4
153.0,153.1,-26.6,-26.5
153.0,153.1,-26.7,-26.6
153.1,153.2,-26.7,-26.6
153.1,153.2,-26.8,-26.7
153.0,153.1,-26.9,-26.8
153.1,153.2,-26.9,-26.8
153.0,153.1,-27.0,-26.9
153.1,153.2,-27.0,-26.9
